ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Income_Range,Total_Campain_Acceptance
8420,1970,2n Cycle,Married,15315,0,0,03/08/2013,27,7,4,13,15,8,17,2,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Low,0
7685,1978,Graduation,Married,33039,1,0,09/09/2013,4,30,8,12,8,8,12,1,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,0
4184,1950,PhD,Together,52157,0,1,07/06/2014,48,189,2,29,3,2,40,2,3,2,5,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,73,"(65, 75]",High,0
891,1951,Master,Together,29298,1,1,07/09/2013,60,6,0,2,2,0,1,1,1,0,2,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,72,"(65, 75]",Medium,0
10381,1979,Graduation,Single,47691,0,1,05/07/2013,43,14,0,3,0,0,4,1,1,0,2,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,44,"(35, 45]",High,0
3525,1970,Graduation,Together,38200,1,1,07/12/2012,19,12,0,4,0,0,1,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Medium,0
3526,1968,PhD,Married,38443,1,1,27/01/2014,58,32,0,5,0,0,1,2,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",Medium,0
8181,1978,2n Cycle,Single,38593,1,0,13/09/2013,42,51,12,49,17,24,24,3,4,1,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,0
1029,1970,PhD,Together,64413,0,1,01/08/2013,27,200,5,44,0,10,20,1,5,1,5,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",High,0
7369,1981,Master,Married,36959,1,0,02/10/2013,56,25,6,25,6,0,0,2,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Medium,0
8159,1968,Graduation,Married,51287,1,1,01/04/2014,10,117,0,22,13,0,30,3,4,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",High,0
1160,1970,Graduation,Married,13260,1,1,23/08/2013,48,9,4,17,10,2,7,4,3,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Low,0
10242,1966,PhD,Together,47472,1,1,16/09/2013,39,56,0,11,0,0,8,2,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,57,"(55, 65]",High,0
5253,1956,Master,Together,54603,1,1,09/07/2013,85,145,13,46,17,2,4,6,4,2,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",High,0
5081,1967,2n Cycle,Together,47821,1,1,20/10/2013,54,9,0,16,6,6,10,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,56,"(55, 65]",High,0
5123,1951,Master,Married,27450,0,0,15/04/2013,57,37,12,23,8,11,52,1,2,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,72,"(65, 75]",Low,0
5756,1983,Graduation,Together,39453,1,0,03/04/2014,64,46,0,7,0,0,2,2,2,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,40,"(35, 45]",High,0
8036,1971,2n Cycle,Together,26850,1,1,18/04/2014,10,31,1,13,7,2,9,4,2,1,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",Low,0
4179,1959,Graduation,Together,24221,0,0,20/08/2013,94,8,9,9,2,5,22,1,1,1,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,64,"(55, 65]",Low,0
3710,1984,PhD,Single,39684,1,0,12/10/2012,41,19,0,35,6,4,17,2,2,1,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,complained,Accepted,39,"(35, 45]",High,0
6424,1977,Graduation,Together,33178,1,0,30/01/2014,9,12,6,2,11,2,16,1,1,0,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,46,"(45, 55]",Medium,0
4992,1975,Master,Together,17459,1,0,19/09/2013,12,6,4,16,3,10,30,3,3,1,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,48,"(45, 55]",Low,0
5252,1969,Graduation,Divorced,23910,1,0,26/10/2012,80,16,12,18,7,1,13,1,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,54,"(45, 55]",Low,0
7444,1969,Master,Married,42169,1,1,19/10/2013,20,19,0,9,0,0,2,2,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,54,"(45, 55]",High,0
6919,1978,2n Cycle,Married,26224,1,0,04/06/2013,39,4,7,15,13,9,15,3,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Low,0
3537,1981,Graduation,Together,31089,1,0,17/08/2012,57,31,3,31,2,8,4,3,3,0,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Medium,0
10277,1961,Graduation,Single,30081,0,1,21/02/2013,27,36,0,2,0,0,4,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,62,"(55, 65]",Medium,0
1177,1966,Master,Together,49618,1,1,26/01/2013,77,80,3,26,4,2,14,4,3,1,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,57,"(55, 65]",High,0
7141,1986,Master,Single,21888,1,0,29/12/2012,15,88,10,46,2,3,64,4,5,1,2,10,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,37,"(35, 45]",Low,0
7232,1973,Graduation,Widow,42429,0,1,11/02/2014,99,55,0,6,2,0,4,2,1,1,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",High,0
8477,1956,Graduation,Divorced,26150,2,1,11/03/2013,61,5,1,13,3,5,1,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",Low,0
2457,1975,Basic,Married,30801,0,1,26/10/2012,23,8,4,5,15,2,11,2,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",Medium,0
6682,1973,Basic,Married,18978,1,0,11/12/2012,41,2,8,1,4,7,15,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,50,"(45, 55]",Low,0
6222,1967,Graduation,Married,22574,2,1,28/10/2013,28,25,0,8,2,0,2,2,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,56,"(55, 65]",Low,0
3083,1974,Graduation,Married,45837,1,1,26/07/2013,88,215,13,87,17,17,24,5,6,2,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",High,0
8953,1965,Master,Single,35791,2,1,06/05/2013,94,27,0,5,0,0,3,2,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",Medium,0
8650,1978,Graduation,Widow,54162,1,1,18/03/2013,31,5,6,10,6,5,10,1,1,0,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",High,0
6941,1971,Graduation,Single,31632,0,0,14/07/2013,92,17,8,12,11,15,32,1,2,1,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",Medium,0
10708,1978,2n Cycle,Single,36975,1,0,28/12/2013,50,10,6,11,0,4,2,1,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,0
3641,1976,Graduation,Married,13624,1,0,20/01/2013,93,10,2,15,2,1,6,2,2,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",Low,0
3469,1977,PhD,Divorced,34487,1,1,06/09/2012,94,19,18,33,24,1,8,3,3,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,46,"(45, 55]",Medium,0
5063,1977,Graduation,Single,28769,1,0,18/12/2012,76,41,5,129,10,3,3,3,4,1,4,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,46,"(45, 55]",Low,0
4376,1960,2n Cycle,Single,32218,0,0,15/02/2014,27,10,24,15,13,1,30,1,2,1,3,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,63,"(55, 65]",Medium,1
8461,1962,Graduation,Divorced,46102,2,1,10/03/2014,3,14,0,1,0,0,1,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,61,"(55, 65]",High,0
6728,1985,Graduation,Together,29103,1,0,27/08/2012,38,16,0,17,6,3,6,2,1,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,38,"(35, 45]",Medium,0
4725,1950,PhD,Together,50616,0,1,13/04/2014,71,30,2,25,0,1,9,1,1,1,4,2,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,73,"(65, 75]",High,0
3277,1955,Graduation,Divorced,49431,0,1,03/08/2012,9,219,3,100,26,0,17,2,7,1,5,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,68,"(65, 75]",High,0
2564,1953,Graduation,Together,61278,0,1,04/01/2014,87,111,3,28,2,6,15,2,3,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,70,"(65, 75]",High,0
946,1958,2n Cycle,Together,26490,0,0,22/09/2012,92,45,47,52,21,20,25,2,3,1,5,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",Low,0
7093,1985,Graduation,Married,19986,1,0,14/11/2013,74,3,6,5,0,2,6,1,0,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,38,"(35, 45]",Low,0
1777,1980,Basic,Married,25965,0,0,07/09/2012,29,2,2,11,41,7,11,1,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,43,"(35, 45]",Low,0
8162,1956,Master,Together,14661,0,0,01/01/2013,88,4,1,11,6,2,2,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",Low,0
10826,1959,Graduation,Married,18690,0,0,28/12/2012,77,6,1,7,23,4,19,1,1,1,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,64,"(55, 65]",Low,0
8754,1974,PhD,Together,45068,0,1,16/05/2013,25,14,0,3,0,0,3,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",High,0
1987,1987,Basic,Single,21063,1,0,25/09/2013,34,1,10,11,19,3,15,2,2,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,36,"(35, 45]",Low,0
11007,1968,PhD,Married,29187,1,0,09/05/2013,43,26,0,6,0,0,2,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",Medium,0
7426,1971,2n Cycle,Married,54690,1,1,07/11/2013,76,111,16,37,7,9,18,3,3,1,5,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",High,0
6961,1974,Graduation,Married,26751,2,0,22/05/2014,26,1,1,5,0,3,1,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,49,"(45, 55]",Low,0
8779,1985,2n Cycle,Married,36145,1,0,16/06/2013,13,56,4,76,17,1,18,4,4,1,3,9,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,38,"(35, 45]",Medium,1
9316,1952,Basic,Together,13084,0,0,02/11/2013,29,2,0,7,3,7,10,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,71,"(65, 75]",Low,0
6379,1949,Master,Widow,47570,1,1,29/05/2013,3,67,1,20,0,2,31,3,2,2,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,74,"(65, 75]",High,0
9239,1961,Master,Married,61923,0,2,26/07/2013,94,92,4,18,3,3,6,1,2,1,4,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,62,"(55, 65]",High,0
8315,1995,Graduation,Single,34824,0,0,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,28,"(25, 35]",Medium,0
2868,1949,PhD,Single,26518,1,1,08/04/2013,33,20,1,28,3,3,2,3,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,74,"(65, 75]",Low,0
968,1968,Master,Divorced,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",High,0
4472,1970,PhD,Divorced,35682,1,0,27/06/2014,34,23,0,8,6,2,18,1,1,1,3,2,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Medium,0
4301,1971,Master,Married,35178,1,0,10/01/2013,10,23,1,13,2,2,18,1,1,1,2,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,52,"(45, 55]",Medium,1
1940,1986,Graduation,Married,25252,1,0,12/07/2013,26,1,3,4,2,2,6,1,1,0,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,37,"(35, 45]",Low,0
1388,1975,Graduation,Single,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",Medium,0
6969,1982,Graduation,Together,50272,1,0,07/08/2013,75,99,13,66,43,8,4,3,4,1,5,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,41,"(35, 45]",High,0
1715,1978,Graduation,Together,25851,1,0,11/02/2013,45,9,4,18,7,5,5,2,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Low,0
1463,1958,Graduation,Single,45160,1,1,29/03/2014,9,8,2,5,3,0,3,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,65,"(55, 65]",High,0
4329,1984,PhD,Married,18988,1,0,23/05/2014,43,6,0,6,2,1,1,2,1,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,39,"(35, 45]",Low,0
4692,1976,Graduation,Married,7500,1,0,01/08/2012,19,7,0,12,13,7,32,5,4,1,2,9,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,47,"(45, 55]",Low,1
7212,1966,Graduation,Married,44794,0,1,08/06/2014,99,54,0,7,0,0,4,1,2,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,57,"(55, 65]",High,0
5329,1949,PhD,Divorced,35946,1,1,27/09/2013,24,8,0,3,0,0,0,1,0,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,74,"(65, 75]",Medium,0
5956,1948,PhD,Divorced,45072,1,2,16/10/2013,74,144,2,99,7,2,30,5,6,1,4,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,75,"(65, 75]",High,0
6516,1989,Basic,Married,17487,1,0,18/03/2013,37,0,0,1,7,4,6,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,34,"(25, 35]",Low,0
7458,1956,Master,Together,34941,1,1,06/03/2013,26,39,2,25,4,3,24,2,3,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",Medium,0
5237,1950,PhD,Single,48767,1,2,01/01/2014,79,28,1,21,3,0,10,3,2,1,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,73,"(65, 75]",High,0
7761,1978,2n Cycle,Together,38702,1,0,01/08/2013,71,13,11,24,13,8,40,2,3,0,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Medium,0
7235,1975,2n Cycle,Married,17003,1,0,09/12/2013,37,2,5,12,4,8,7,3,2,0,4,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,48,"(45, 55]",Low,0
2281,1970,Graduation,Single,33697,1,0,15/09/2013,34,4,3,7,0,3,11,1,1,0,2,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Medium,1
10470,1979,Master,Married,40662,1,0,15/03/2013,0,40,2,23,0,4,23,2,2,1,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,44,"(35, 45]",High,0
6488,1959,PhD,Married,38829,0,1,06/04/2014,86,76,0,7,0,0,16,1,3,2,2,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,64,"(55, 65]",Medium,0
10270,1981,2n Cycle,Married,35523,1,0,03/10/2013,8,11,5,22,12,5,11,2,3,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Medium,0
7573,1978,PhD,Single,31626,1,0,10/05/2013,12,39,1,9,2,1,34,1,2,1,2,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,45,"(35, 45]",Medium,1
221,1955,Graduation,Married,48726,0,1,27/04/2013,90,138,3,38,4,0,59,3,3,2,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,68,"(65, 75]",High,0
20,1965,2n Cycle,Married,46891,0,1,01/09/2013,91,43,12,23,29,15,61,1,2,1,4,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
2371,1972,Graduation,Married,33622,1,1,13/04/2013,22,39,1,22,3,4,12,3,2,0,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
6825,1953,Graduation,Together,41452,1,1,06/03/2013,86,13,0,3,0,0,0,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,70,"(65, 75]",High,0
1072,1965,PhD,Single,40760,0,1,30/08/2013,64,70,0,17,0,0,6,2,2,1,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,58,"(55, 65]",High,0
2461,1955,Master,Single,51124,1,1,18/12/2013,79,26,1,11,0,1,4,2,1,0,3,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,68,"(65, 75]",High,0
10839,1976,Graduation,Together,36283,1,1,14/04/2014,42,6,5,5,8,0,5,2,1,0,3,4,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",Medium,0
49,1970,Graduation,Single,20587,1,0,11/05/2014,39,2,3,6,4,1,9,1,1,1,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,53,"(45, 55]",Low,0
4290,1972,Graduation,Married,30467,1,0,19/03/2014,8,1,3,8,2,5,5,1,1,0,2,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
10219,1972,Graduation,Together,31590,1,0,18/06/2013,40,6,2,15,6,6,3,1,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Medium,0
4211,1986,Basic,Married,20425,1,0,29/10/2012,5,4,12,5,3,16,17,2,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,37,"(35, 45]",Low,0
1135,1960,Master,Together,17144,1,1,15/02/2014,96,18,2,19,0,2,6,5,3,0,4,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,63,"(55, 65]",Low,0
347,1976,Graduation,Divorced,40780,0,1,08/09/2012,30,229,27,71,13,3,34,4,7,1,5,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",High,0
3479,1950,Graduation,Single,16813,0,0,19/07/2013,49,4,8,11,12,2,13,1,2,0,3,7,Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,73,"(65, 75]",Low,1
4442,1961,Graduation,Single,46524,0,1,05/04/2013,70,31,19,35,26,14,52,2,1,1,5,3,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,62,"(55, 65]",High,0
8523,1968,Graduation,Married,19329,1,0,14/12/2013,39,24,1,16,12,2,5,3,4,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,55,"(45, 55]",Low,0
8629,1956,Graduation,Widow,46984,1,1,26/03/2013,71,19,1,10,2,1,8,1,1,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,67,"(65, 75]",High,0
236,1951,Graduation,Married,34838,1,1,19/01/2013,62,28,23,29,29,14,47,3,2,1,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,72,"(65, 75]",Medium,0
7326,1971,Master,Married,56850,0,1,23/03/2014,83,34,1,19,2,7,0,1,1,1,3,2,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,52,"(45, 55]",High,0
2964,1981,Graduation,Married,26872,0,0,16/10/2013,0,3,10,8,3,16,32,1,1,1,2,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Low,0
5585,1972,Graduation,Single,21359,1,0,20/04/2013,1,12,2,17,6,1,10,2,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Accepted,51,"(45, 55]",Low,0
2986,1976,Graduation,Married,30772,1,1,12/03/2014,89,7,2,4,2,1,4,1,1,0,2,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",Medium,0
7034,1978,2n Cycle,Married,25804,1,0,01/09/2013,34,8,7,9,13,6,12,2,2,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,45,"(35, 45]",Low,0
1143,1972,Graduation,Married,22063,1,0,08/08/2013,43,7,10,13,3,11,11,2,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,51,"(45, 55]",Low,0
3855,1963,Graduation,Married,22419,0,0,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",Low,0
6768,1962,Graduation,Divorced,37859,1,2,12/01/2013,75,22,1,8,2,1,2,2,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,61,"(55, 65]",Medium,0
6646,1984,Graduation,Together,16529,1,0,01/03/2014,23,3,0,5,13,0,1,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,39,"(35, 45]",Low,0
4887,1976,PhD,Divorced,55412,1,1,22/11/2013,65,10,5,28,11,1,8,1,2,0,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,47,"(45, 55]",High,0
11003,1980,2n Cycle,Together,25130,1,0,02/10/2013,10,2,5,7,0,18,18,2,2,0,3,7,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,43,"(35, 45]",Low,0
10402,1967,Graduation,Married,35441,1,1,14/02/2013,94,25,1,9,2,1,1,2,1,0,3,8,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,56,"(55, 65]",Medium,0
10856,1980,2n Cycle,Single,45889,0,1,02/07/2013,42,31,0,6,0,1,8,1,1,0,3,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,43,"(35, 45]",High,0
4186,1950,Graduation,Together,34026,1,1,05/08/2013,11,18,6,15,12,8,17,3,2,1,3,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,73,"(65, 75]",Medium,0
3312,1988,Graduation,Single,34176,1,0,12/05/2014,12,5,7,24,19,14,20,4,3,0,4,6,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,35,"(25, 35]",Medium,0
11121,1981,Graduation,Married,19419,1,0,10/11/2012,76,2,14,28,16,3,7,4,4,0,3,9,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,42,"(35, 45]",Low,0
2895,1963,Graduation,Single,49980,0,1,23/10/2013,79,104,1,54,13,9,14,2,3,1,5,5,Not Accepted,Not Accepted,Not Accepted,Not Accepted,Not Accepted,not complained,Not Accepted,60,"(55, 65]",High,0
